,ANO,CONCELHO,NCCO
2789,2022,Figueira da Foz,4
2790,2022,Figueira de Castelo Rodrigo,5
2791,2022,Fornos de Algodres,2
2792,2022,Freixo de Espada À Cinta,6
2793,2022,Fronteira,1
2794,2022,Fundão,7
2795,2022,Golegã,1
2796,2022,Gondomar,13
2797,2022,Gouveia,1
2798,2022,Grândola,1
2799,2022,Guarda,3
2800,2022,Guimarães,14
2801,2022,Lamego,8
2802,2022,Leiria,5
2803,2022,Lisboa,1
2804,2022,Loulé,1
2805,2022,Loures,2
2806,2022,Lourinhã,5
2807,2022,Lousada,9
2808,2022,Macedo de Cavaleiros,3
2809,2022,Mafra,9
2810,2022,Maia,3
2811,2022,Mangualde,2
2812,2022,Manteigas,1
2813,2022,Marco de Canaveses,11
2814,2022,Marinha Grande,1
2815,2022,Matosinhos,3
2816,2022,Mação,3
2817,2022,Mealhada,2
2818,2022,Melgaço,8
2819,2022,Mesão Frio,2
2820,2022,Miranda do Douro,1
2821,2022,Mirandela,3
2822,2022,Mogadouro,8
2823,2022,Moimenta da Beira,3
2824,2022,Moita,2
2825,2022,Mondim de Basto,11
2826,2022,Montalegre,97
2827,2022,Monção,13
2828,2022,Mourão,1
2829,2022,Murça,2
2830,2022,Mêda,2
2831,2022,Nisa,1
2832,2022,Odemira,1
2833,2022,Odivelas,2
2834,2022,Oleiros,1
2835,2022,Olhão,1
2836,2022,Oliveira de Azeméis,6
2837,2022,Oliveira de Frades,1
2838,2022,Oliveira do Bairro,1
2839,2022,Oliveira do Hospital,1
2840,2022,Ourique,1
2841,2022,Ourém,3
2842,2022,Ovar,6
2843,2022,Pampilhosa da Serra,2
2844,2022,Paredes,17
2845,2022,Paredes de Coura,22
2846,2022,Paços de Ferreira,12
2847,2022,Penafiel,30
2848,2022,Penalva do Castelo,1
2849,2022,Penamacor,1
2850,2022,Pinhel,2
2851,2022,Pombal,6
2852,2022,Ponte da Barca,21
2853,2022,Ponte de Lima,15
2854,2022,Ponte de Sor,1
2855,2022,Portalegre,2
2856,2022,Portel,1
2857,2022,Porto,1
2858,2022,Porto de Mós,2
2859,2022,Proença-a-nova,1
2860,2022,Póvoa de Lanhoso,27
2861,2022,Póvoa de Varzim,4
2862,2022,Resende,11
2863,2022,Ribeira de Pena,9
2864,2022,Rio Maior,2
2865,2022,Sabrosa,1
2866,2022,Sabugal,10
2867,2022,Salvaterra de Magos,1
2868,2022,Santa Comba Dão,1
2869,2022,Santa Maria da Feira,22
2870,2022,Santa Marta de Penaguião,3
2871,2022,Santarém,3
2872,2022,Santo Tirso,7
2873,2022,Seia,2
2874,2022,Seixal,1
2875,2022,Serpa,1
2876,2022,Sertã,1
2877,2022,Sesimbra,5
2878,2022,Silves,2
2879,2022,Sintra,15
2880,2022,Sobral de Monte Agraço,1
2881,2022,Sátão,3
2882,2022,São Brás de Alportel,1
2883,2022,São João da Madeira,1
2884,2022,São João da Pesqueira,2
2885,2022,São Pedro do Sul,4
2886,2022,Tabuaço,1
2887,2022,Tarouca,5
2888,2022,Tavira,2
2889,2022,Terras de Bouro,14
2890,2022,Tomar,3
2891,2022,Tondela,2
2892,2022,Torre de Moncorvo,2
2893,2022,Torres Vedras,11
2894,2022,Trancoso,1
2895,2022,Trofa,6
2896,2022,Vagos,1
2897,2022,Vale de Cambra,6
2898,2022,Valença,27
2899,2022,Valongo,3
2900,2022,Valpaços,16
2901,2022,Viana do Castelo,13
2902,2022,Vidigueira,2
2903,2022,Vieira do Minho,36
2904,2022,Vila Franca de Xira,2
2905,2022,Vila Nova de Cerveira,1
2906,2022,Vila Nova de Famalicão,11
2907,2022,Vila Nova de Gaia,14
2908,2022,Vila Nova de Paiva,16
2909,2022,Vila Pouca de Aguiar,20
2910,2022,Vila Real,15
2911,2022,Vila Verde,20
2912,2022,Vila do Conde,1
2913,2022,Vimioso,3
2914,2022,Vinhais,23
2915,2022,Viseu,13
2916,2022,Vizela,1
2917,2022,Vouzela,1
2918,2022,Águeda,1
2919,2022,Évora,1
