ANO,DISTRITO,CONCELHO,NCCO
2021,Santarém,Cartaxo,26
2021,Santarém,Chamusca,12
2021,Santarém,Constância,4
2021,Santarém,Coruche,26
2021,Santarém,Entroncamento,2
2021,Santarém,Ferreira do Zêzere,10
2021,Santarém,Golegã,2
2021,Santarém,Mação,5
2021,Santarém,Ourém,64
2021,Santarém,Rio Maior,15
2021,Santarém,Salvaterra de Magos,27
2021,Santarém,Santarém,72
2021,Santarém,Sardoal,13
2021,Santarém,Tomar,56
2021,Santarém,Torres Novas,23
2021,Santarém,Vila Nova da Barquinha,4
2021,Setúbal,Alcochete,13
2021,Setúbal,Alcácer do Sal,36
2021,Setúbal,Almada,70
2021,Setúbal,Barreiro,29
2021,Setúbal,Grândola,22
2021,Setúbal,Moita,33
2021,Setúbal,Montijo,55
2021,Setúbal,Palmela,86
2021,Setúbal,Santiago do Cacém,24
2021,Setúbal,Seixal,54
2021,Setúbal,Sesimbra,15
2021,Setúbal,Setúbal,47
2021,Setúbal,Sines,9
2021,Viana do Castelo,Arcos de Valdevez,133
2021,Viana do Castelo,Caminha,16
2021,Viana do Castelo,Melgaço,16
2021,Viana do Castelo,Monção,41
2021,Viana do Castelo,Paredes de Coura,39
2021,Viana do Castelo,Ponte da Barca,78
2021,Viana do Castelo,Ponte de Lima,87
2021,Viana do Castelo,Valença,55
2021,Viana do Castelo,Viana do Castelo,87
2021,Viana do Castelo,Vila Nova de Cerveira,11
2021,Vila Real,Alijó,20
2021,Vila Real,Boticas,47
2021,Vila Real,Chaves,46
2021,Vila Real,Mesão Frio,9
2021,Vila Real,Mondim de Basto,20
2021,Vila Real,Montalegre,191
2021,Vila Real,Murça,18
2021,Vila Real,Peso da Régua,11
2021,Vila Real,Ribeira de Pena,32
2021,Vila Real,Sabrosa,9
2021,Vila Real,Santa Marta de Penaguião,22
2021,Vila Real,Valpaços,54
2021,Vila Real,Vila Pouca de Aguiar,77
2021,Vila Real,Vila Real,60
2021,Viseu,Armamar,11
2021,Viseu,Carregal do Sal,10
2021,Viseu,Castro Daire,84
2021,Viseu,Cinfães,70
2021,Viseu,Lamego,36
2021,Viseu,Mangualde,17
2021,Viseu,Moimenta da Beira,12
2021,Viseu,Mortágua,2
2021,Viseu,Nelas,12
2021,Viseu,Oliveira de Frades,6
2021,Viseu,Penalva do Castelo,8
2021,Viseu,Penedono,21
2021,Viseu,Resende,28
2021,Viseu,Santa Comba Dão,4
2021,Viseu,Sernancelhe,13
2021,Viseu,Sátão,17
2021,Viseu,São João da Pesqueira,24
2021,Viseu,São Pedro do Sul,12
2021,Viseu,Tabuaço,7
2021,Viseu,Tarouca,13
2021,Viseu,Tondela,18
2021,Viseu,Vila Nova de Paiva,42
2021,Viseu,Viseu,52
2021,Viseu,Vouzela,8
2021,Évora,Alandroal,12
2021,Évora,Arraiolos,10
2021,Évora,Borba,14
2021,Évora,Estremoz,16
2021,Évora,Montemor-o-Novo,35
2021,Évora,Mora,7
2021,Évora,Mourão,10
2021,Évora,Portel,12
2021,Évora,Redondo,8
2021,Évora,Reguengos de Monsaraz,20
2021,Évora,Vendas Novas,7
2021,Évora,Viana do Alentejo,10
2021,Évora,Vila Viçosa,10
2021,Évora,Évora,42
2022,Aveiro,Albergaria-a-Velha,31
2022,Aveiro,Anadia,15
2022,Aveiro,Arouca,66
2022,Aveiro,Aveiro,43
2022,Aveiro,Castelo de Paiva,40
2022,Aveiro,Espinho,6
2022,Aveiro,Estarreja,20
2022,Aveiro,Mealhada,17
2022,Aveiro,Murtosa,2
2022,Aveiro,Oliveira de Azeméis,57
2022,Aveiro,Oliveira do Bairro,17
2022,Aveiro,Ovar,28
2022,Aveiro,Santa Maria da Feira,93
2022,Aveiro,Sever do Vouga,10
2022,Aveiro,São João da Madeira,2
2022,Aveiro,Vagos,20
2022,Aveiro,Vale de Cambra,27
2022,Aveiro,Águeda,22
2022,Aveiro,Ílhavo,9
2022,Beja,Aljustrel,10
2022,Beja,Almodôvar,10
2022,Beja,Alvito,3
2022,Beja,Beja,55
2022,Beja,Castro Verde,5
2022,Beja,Cuba,3
2022,Beja,Ferreira do Alentejo,20
2022,Beja,Moura,10
2022,Beja,Mértola,8
2022,Beja,Odemira,19
2022,Beja,Ourique,11
2022,Beja,Serpa,16
2022,Beja,Vidigueira,14
2022,Braga,Amares,14
2022,Braga,Barcelos,54
2022,Braga,Braga,40
2022,Braga,Cabeceiras de Basto,74
2022,Braga,Celorico de Basto,99
2022,Braga,Esposende,14
2022,Braga,Fafe,171
2022,Braga,Guimarães,77
2022,Braga,Póvoa de Lanhoso,102
2022,Braga,Terras de Bouro,34
2022,Braga,Vieira do Minho,73
2022,Braga,Vila Nova de Famalicão,85
2022,Braga,Vila Verde,125
2022,Braga,Vizela,16
2022,Bragança,Alfândega da Fé,7
2022,Bragança,Bragança,52
2022,Bragança,Carrazeda de Ansiães,28
2022,Bragança,Freixo de Espada à Cinta,14
2022,Bragança,Macedo de Cavaleiros,18
2022,Bragança,Miranda do Douro,12
2022,Bragança,Mirandela,36
2022,Bragança,Mogadouro,22
2022,Bragança,Torre de Moncorvo,22
2022,Bragança,Vila Flor,7
2022,Bragança,Vimioso,11
2022,Bragança,Vinhais,45
2022,Castelo Branco,Belmonte,13
2022,Castelo Branco,Castelo Branco,57
2022,Castelo Branco,Covilhã,70
2022,Castelo Branco,Fundão,49
2022,Castelo Branco,Idanha-a-Nova,18
2022,Castelo Branco,Oleiros,6
2022,Castelo Branco,Penamacor,6
2022,Castelo Branco,Proença-a-Nova,5
2022,Castelo Branco,Sertã,28
2022,Castelo Branco,Vila de Rei,5
2022,Castelo Branco,Vila Velha de Ródão,6
2022,Coimbra,Arganil,10
2022,Coimbra,Cantanhede,49
2022,Coimbra,Coimbra,75
2022,Coimbra,Condeixa-a-Nova,7
2022,Coimbra,Figueira da Foz,38
2022,Coimbra,Góis,5
2022,Coimbra,Lousã,35
2022,Coimbra,Mira,10
2022,Coimbra,Miranda do Corvo,5
2022,Coimbra,Montemor-o-Velho,25
2022,Coimbra,Oliveira do Hospital,25
2022,Coimbra,Pampilhosa da Serra,5
2022,Coimbra,Penacova,10
2022,Coimbra,Penela,9
2022,Coimbra,Soure,24
2022,Coimbra,Tábua,20
2022,Coimbra,Vila Nova de Poiares,3
2022,Faro,Albufeira,19
2022,Faro,Alcoutim,8
2022,Faro,Aljezur,5
2022,Faro,Castro Marim,6
2022,Faro,Faro,19
2022,Faro,lagoa,9
2022,Faro,Lagos,6
2022,Faro,Loulé,39
2022,Faro,Monchique,4
2022,Faro,Olhão,11
2022,Faro,Portimão,11
2022,Faro,Silves,24
2022,Faro,São Brás de Alportel,5
2022,Faro,Tavira,20
2022,Faro,Vila do Bispo,5
2022,Faro,Vila Real de Santo António,4
2022,Guarda,Aguiar da Beira,2
2022,Guarda,Almeida,13
2022,Guarda,Celorico da Beira,9
2022,Guarda,Figueira de Castelo Rodrigo,30
2022,Guarda,Fornos de Algodres,16
2022,Guarda,Gouveia,17
2022,Guarda,Guarda,45
2022,Guarda,Manteigas,2
2022,Guarda,mêda,15
2022,Guarda,Pinhel,23
2022,Guarda,Sabugal,31
2022,Guarda,Seia,32
2022,Guarda,Trancoso,17
2022,Guarda,Vila Nova de Foz Côa,11
2022,Leiria,Alcobaça,18
2022,Leiria,Alvaiázere,7
2022,Leiria,Ansião,8
2022,Leiria,Batalha,11
2022,Leiria,Bombarral,2
2022,Leiria,Caldas da Rainha,20
2022,Leiria,Castanheira de Pêra,7
2022,Leiria,Figueiró dos Vinhos,6
2022,Leiria,Leiria,76
2022,Leiria,Marinha Grande,24
2022,Leiria,Nazaré,1
2022,Leiria,Pedrógão Grande,1
2022,Leiria,Peniche,4
2022,Leiria,Pombal,77
2022,Leiria,Porto de Mós,17
2022,Leiria,Óbidos,8
2022,Lisboa,Alenquer,65
2022,Lisboa,Amadora,27
2022,Lisboa,Arruda dos Vinhos,13
2022,Lisboa,Azambuja,39
2022,Lisboa,Cadaval,15
2022,Lisboa,Cascais,26
2022,Lisboa,Lisboa,10
2022,Lisboa,Loures,24
2022,Lisboa,Lourinhã,13
2022,Lisboa,Mafra,42
2022,Lisboa,Odivelas,35
2022,Lisboa,Oeiras,17
2022,Lisboa,Sintra,104
2022,Lisboa,Sobral de Monte Agraço,13
2022,Lisboa,Torres Vedras,93
2022,Lisboa,Vila Franca de Xira,11
2022,Portalegre,Alter do Chão,9
2022,Portalegre,Arronches,3
2022,Portalegre,Avis,15
2022,Portalegre,Campo Maior,28
2022,Portalegre,Castelo de Vide,2
2022,Portalegre,Crato,4
2022,Portalegre,Elvas,42
2022,Portalegre,Fronteira,2
2022,Portalegre,Marvão,1
2022,Portalegre,Monforte,8
2022,Portalegre,Nisa,5
2022,Portalegre,Ponte de Sor,10
2022,Portalegre,Portalegre,11
2022,Portalegre,Sousel,5
2022,Porto,Amarante,162
2022,Porto,Baião,134
2022,Porto,Felgueiras,118
2022,Porto,Gondomar,182
2022,Porto,Lousada,71
2022,Porto,Maia,76
2022,Porto,Marco de Canaveses,146
2022,Porto,Matosinhos,33
2022,Porto,Paredes,182
2022,Porto,Paços de Ferreira,94
2022,Porto,Penafiel,391
2022,Porto,Porto,16
2022,Porto,Póvoa de Varzim,29
2022,Porto,Santo Tirso,162
2022,Porto,Trofa,120
2022,Porto,Valongo,44
2022,Porto,Vila do Conde,30
2022,Porto,Vila Nova de Gaia,161
2022,Santarém,Abrantes,47
2022,Santarém,Alcanena,15
2022,Santarém,Almeirim,15
2022,Santarém,Alpiarça,9
2022,Santarém,Benavente,28
2022,Santarém,Cartaxo,21
2022,Santarém,Chamusca,14
2022,Santarém,Constância,7
2022,Santarém,Coruche,23
2022,Santarém,Entroncamento,3
2022,Santarém,Ferreira do Zêzere,9
2022,Santarém,Golegã,2
2022,Santarém,Mação,9
2022,Santarém,Ourém,82
2022,Santarém,Rio Maior,22
2022,Santarém,Salvaterra de Magos,23
2022,Santarém,Santarém,57
2022,Santarém,Sardoal,16
2022,Santarém,Tomar,45
2022,Santarém,Torres Novas,29
2022,Santarém,Vila Nova da Barquinha,3
2022,Setúbal,Alcochete,16
2022,Setúbal,Alcácer do Sal,22
2022,Setúbal,Almada,48
2022,Setúbal,Barreiro,15
2022,Setúbal,Grândola,22
2022,Setúbal,Moita,16
2022,Setúbal,Montijo,29
2022,Setúbal,Palmela,66
2022,Setúbal,Santiago do Cacém,24
2022,Setúbal,Seixal,33
2022,Setúbal,Sesimbra,15
2022,Setúbal,Setúbal,19
2022,Setúbal,Sines,9
2022,Viana do Castelo,Arcos de Valdevez,208
2022,Viana do Castelo,Caminha,10
2022,Viana do Castelo,Melgaço,34
2022,Viana do Castelo,Monção,62
2022,Viana do Castelo,Paredes de Coura,46
2022,Viana do Castelo,Ponte da Barca,112
2022,Viana do Castelo,Ponte de Lima,79
2022,Viana do Castelo,Valença,64
2022,Viana do Castelo,Viana do Castelo,74
2022,Viana do Castelo,Vila Nova de Cerveira,15
2022,Vila Real,Alijó,16
2022,Vila Real,Boticas,56
2022,Vila Real,Chaves,102
2022,Vila Real,Mesão Frio,38
2022,Vila Real,Mondim de Basto,29
2022,Vila Real,Montalegre,178
2022,Vila Real,Murça,30
2022,Vila Real,Peso da Régua,18
2022,Vila Real,Ribeira de Pena,48
2022,Vila Real,Sabrosa,13
2022,Vila Real,Santa Marta de Penaguião,16
2022,Vila Real,Valpaços,85
2022,Vila Real,Vila Pouca de Aguiar,86
2022,Vila Real,Vila Real,79
2022,Viseu,Armamar,12
2022,Viseu,Carregal do Sal,8
2022,Viseu,Castro Daire,68
2022,Viseu,Cinfães,110
2022,Viseu,Lamego,34
2022,Viseu,Mangualde,29
2022,Viseu,Moimenta da Beira,25
2022,Viseu,Mortágua,4
2022,Viseu,Nelas,23
2022,Viseu,Oliveira de Frades,14
2022,Viseu,Penalva do Castelo,17
2022,Viseu,Penedono,4
2022,Viseu,Resende,36
2022,Viseu,Santa Comba Dão,2
2022,Viseu,Sernancelhe,13
2022,Viseu,Sátão,21
2022,Viseu,São João da Pesqueira,13
2022,Viseu,São Pedro do Sul,14
2022,Viseu,Tabuaço,5
2022,Viseu,Tarouca,18
2022,Viseu,Tondela,15
2022,Viseu,Vila Nova de Paiva,29
2022,Viseu,Viseu,72
2022,Viseu,Vouzela,5
2022,Évora,Alandroal,7
2022,Évora,Arraiolos,13
2022,Évora,Borba,10
2022,Évora,Estremoz,11
2022,Évora,Montemor-o-Novo,16
2022,Évora,Mora,2
2022,Évora,Mourão,18
2022,Évora,Portel,9
2022,Évora,Redondo,9
2022,Évora,Reguengos de Monsaraz,17
2022,Évora,Vendas Novas,1
2022,Évora,Viana do Alentejo,5
2022,Évora,Vila Viçosa,6
2022,Évora,Évora,37
